翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
ho756-2,カレルレンは本体で集積・処理した情報を,"Кареллен – это просто центральная система,",卡列伦主机会把收集、处理完的信息,카렐렌은 본체에서 집적 및 처리한 정보를,
,＂子機＂たちと通信することで,где обрабатываются данные. Затем он передаёт,下发到自己的各个“子机”，,"통신으로 다수의 ""자식기""에게 보내",
,各惑星の統率を取ってるんだ。,эту информацию своим дронам: R.,它就靠这个统管所有行星。,각 행성을 통솔하고 있어.,
ho756-3,子機からの通信は孫機が、,Так Кареллен поддерживает контроль над,子机收到了再下发给孙机，,"자식기가 보낸 통신은 손자기로,",
,孫機からの通信をさらに曽孫機が……,каждой планетой в Симбиоте. Все они,孙机下面还有曾孙机……,손자기가 보낸 통신은 증손자기로……,
,って具合でな。,связаны одним «мозгом». Понимаешь?,就这么一层层传下去。,그런 구조지.,
ho756-4,へえ……？,Правда...?,这样啊……？,뭐……?,
ho756-5,つまり。こいつは、小さいけど,"Другими словами, они – одно и то же.",因此呢，这东西虽然小，,즉 이 녀석은 크기는 작지만,
,『R・カレルレン』の身体の一部ってことだ。,Эта штука – просто мини-Р. Кареллен.,也是“R·卡列伦”身体的一部分。,R-카렐렌을 구성하는 일부라는 말씀.,
ho756-6,近寄りすぎるなよ。,Так что не слишком-то с ним любезничай.,你小心点，别靠太近。,너무 가까이 가지 마.,
ho756-7,……そうだね。先へ進もう。,"Ясно... Может, нам стоит пойти.",……是啊，我们往前走吧。,……맞아. 계속 나아가자.,
ho756-a,……巨大なカレルレンの結晶体だ。,Это гигантская версия кристаллической,……巨大的卡列伦结晶。,......거대한 카렐렌 결정체다.,
,寮にあるものの何倍の大きさだろうか……,"статуи Кареллена, которая у нас в общаге...",这个比宿舍里那个大多少倍啊……？,기숙사에 있는 것보다 몇 배는 되어 보인다......,
ho757,……,...,……,......,
ho758,綺麗だろう？,Разве не великолепно?,很美吧？,아름답지?,
ho759,あ\.\.――\|,\.\.Ааа!\|,啊\.\.——\|,아\.\.......\|,
ho760,あ゛っ\.\.…\.…\.\.！？,Чт\.\.\....\.\.?!,啊啊\.\.\.…\.…\.\.？！,앗\.\...\.....\.\.?!,
ho761,……\|叛逆者め。\|,Непокорная мразь... \|Ты будешь зачищена.\|,……\|该死的叛徒。\|,......\|반역자놈.\|,
,親子ともども、粛清、してやる。,"И ты, и твоя мать, обе.",两父子，都由我，肃清！,"부모와 함께...... 전원, 숙청한다.",
ho762,……,...,……,......,
ho763,（――\|ああ。くそ。\.\.,"(О, боже! \|Что же мне делать?!\.\.",（——\|啊——可恶。\.\.,"(......\|아, 젠장.\.\.",
,　ダメだ。逃げられない）,Мне не уйти...),不行，跑不掉了。）,"틀렸어, 더는 도망칠 수 없어.)",
ho764,（――\.\.結局、死ぬのか。こんな簡単に。\|,\.\.(Неужели это действительно мой конец?\| Неужели я,（——\.\.到头来，还是要死在这种地方？\|,"(......\.\.결국, 죽는 건가. \.\.이렇게 쉽게......\|",
,　こんな、つまらないところで\.\.――）,умру в таком месте?)\.\.,就这么简单？这么无聊\.\.——）,한심한 꼴로\.\.......),
ho765,（――\|＂命の価値＂が低いから）,"\|(Может, я и вправду никчёмная...)",（——\|就因为我的生命“没有价值”。）,"(......\|""목숨의 가치""가 낮으니까겠지.)",
ho766,（心のどこかで、分かってはいた。\|,(Где-то в глубине души я всегда это знала.\|,（其实，我心底是明白的。\|,(마음 한구석에서는 이미 알고 있었어.\|,
,　僕の人生……こんなもんだって）,Моя жизнь не имеет ценности...),我的人生……也就这样了。）,내 인생은...... 이게 다라는 걸 말이야.),
ho767,（人間は、生まれた時から平等じゃない。\|,\|(Люди не созданы равными.\! С самого,（人生下来就是不平等的。\|,(인간은 태어날 때부터 평등하지 않아.\|,ウェイト追加、クリック位置変更
,　そして世界は、\!,момента нашего рождения чаша весов склоняется,而这个世界，\!,"그리고, 세계는……\!",
,　価値のあるやつのためにできている）,в пользу тех немногих счастливчиков и ценных.),是为那些有价值的人准备的）,가치 있는 자를 위해 존재해.),
ho767_sa,（人間は、生まれた時から平等じゃない。\!,(Люди не созданы равными.\! С самого,（人生下来就是不平等的。\!,(인간은 태어날 때부터 평등하지 않아.\!,
,　世界は、,момента нашего рождения чаша весов склоняется,这个世界，,세계는……,
,　価値のあるやつのためにできている）,в пользу тех немногих счастливчиков и ценных.),是为那些有价值的人准备的）,가치 있는 자들을 위해 존재해.),
ho768,（散々思い知ってきたことだ。\|,(Я думала об этом. Я знала это.\|,（我领教这项事实多少回了？\|,(뼈저리게 알고 있었던 거잖아.\|,
,　これまでも、ずっと諦めてきたじゃないか。\.\.,Сколько себя помню.\.\.,活到现在，不该早就习惯放弃了吗？\.\.,지금까지 계속 포기만 했고.\.\.,
,　いまさら足掻いてどうすんだ……）,Зачем мне больше с этим бороться?),死到临头还挣扎什么……）,이제 와서 발버둥친들 뭐가 달라지겠어......),
ho768_sa,（これまでも、ずっと諦めてきたじゃないか。,(В глубине души я всё это время знала...,（活到现在，不该早就习惯放弃了吗？,(지금까지 계속 포기했잖아.,
,　いまさら足掻いてどうすんだ……）,Зачем мне больше с этим бороться?),死到临头还挣扎什么……）,이제 와서 발버둥친들 뭐가 달라지겠어……),
ho769,ジョバンニ。おかえり。,"С возвращением домой, милая.",乔班尼，你回来啦。,"어서 오렴, 조반니.",
,待ってて、今から配給を取りに行くから……,"Я скоро вернусь с нашими пайками, хорошо?",等一下哦，妈妈现在就去取配给……,"잠깐만, 지금 배급을 가지러 갈 테니까......",
ho770,――良かった。ジョバンニ。,"О, Джованни...",——乔班尼！太好了。,"......조반니, 다행이다.",
,　　あんたは無事だね。,"Слава богу, ты в порядке.",你没事。,무사했구나.,
ho771,――気を付けて。外で何かがうろうろしてる。,"Послушай меня, милая. Здесь кто-то есть.",——小心，外面还有东西乱晃。,"......조심해, 뭔가가 바깥을 배회하고 있어.",
,　　ここで死んだふりして、しばらく待ってなさい。,"Мне нужно, чтобы ты притворилась мёртвой.",你先躺在这里装死，等一会儿再出去。,여기서 잠깐만 죽은 척 하고 있으렴.,
ho772,……で、でも、母さん……,"Н-Но... Мам, я...",……可、可是，妈妈……,"......하, 하지만, 엄마는......",
ho773,――大丈夫。こんなときのために,Всё будет хорошо. Твой отец,——不怕，就是为了应对这种情况，,......괜찮아. 이럴 때를 대비해,
,　　父さんが地下通路を用意してくれてるからね。,устроил тайный ход на случай ЧП.,爸爸才给我们准备了地道的。,아빠가 지하 통로를 만들어 놓으셨단다.,
,　　言う通りに逃げな。あたしが囮になる。,"Если они нас услышат, я их отвлеку.",你就从那里跑吧，妈妈来拖住它们。,"소리가 좀 나겠지만, 내가 주의를 끌면 괜찮을 거야.",
ho773_sa,――大丈夫。こんなときのために,Всё будет хорошо. Твой отец,——不怕，就是为了应对这种情况，,……괜찮아. 이럴 때를 대비해,
,　　父さんが地下通路を用意してくれてるからね。,устроил тайный ход на случай ЧП.,爸爸才给我们准备了地道的。,아빠가 지하 통로를 만들어 놓으셨단다.,
,　　あたしが囮になる。,Я их отвлеку.,没关系，妈妈去引开它们。,내가 주의를 끌면 괜찮을 거야.,
