翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
day15_061,ドリームダストの包み紙が,Обёртки от Пыли Грёз разбросаны,梦幻粉的包装纸。,드림 더스트를 포장한 종이가,
,散乱している。,по всей комнате.,扔得遍地都是。,곳곳에 흩어져 있다.,
day15_062,ぬいぐるみの姿勢が,Везде беспорядок.,布偶东倒西歪，,인형이 어지럽게,
,めちゃくちゃだ。,Ни одна из игрушек не на своем месте.,瘫了一地。,널부러져 있다.,
day15_063,……,...,……,……,
day15_064,ケイト……？,Кейт...?,凯特……？,케이트……?,
,どうしたの？,Что случилось?,你怎么了？,왜 그래?,
day15_065,……\.\.ドリームダスト、,...\.Пыль Грёз...,……\.\.你……,"……\.\.드림 더스트,",
,持ってきて。,Принеси мне немного.,去拿梦幻粉来。,가져다 줘.,
day15_066,だ、ダスト？,Ох... Пыль Грёз?,什、什么？,"더, 더스트를?",
day15_067,\{\{早く！！,\{Быстрее\!,\{\{快点！！,\{\{빨리!!,
,作業中なんだから！！,"Разве не видишь, я занята",我正干活呢！！,작업 중이란 말이야!!,
,,работой?,,,
day15_068,ねぇまだ？,"Ты достал то, о чём я просила?",还没去拿吗？,"저기, 아직 멀었어?",
day15_069,はやくしてよ。,"Пожа-а-луйста, поторопись.",动作快点啊。,빨리 가져오란 말이야.,
day15_070,\{早くしろってんだよ！！,"\{Да поторопись ты,",\{你是听不懂人话吗！！,\{빨리 가져오라고 했잖아!!,
,,"ЧЁРТ ВОЗЬМИ, уже\!",,,
day15_071,……,...,……,……,
day15_072,ドリームダストが入っている。,Внутри Пыль Грёз.,里面装着梦幻粉。,드림 더스트가 들어 있다.,
,早く持って行った方がいいだろう。,Я должен немедленно ей принести.,还是快点拿去给她吧。,빨리 가져다 주는 게 좋겠다.,
day15_073,……ひったくられた。,...Она вырвала её у меня из рук.,……被一把抢走了。,……잽싸게 채갔다.,
day15_074,\sh[3]はぁ～～～～～～～♡,Ммм... Да-а-а-а-а-а...♡,哈啊～～～～～～～♡,하앙~♡,
,キく～～～～♡,Во-о-от это ве-е-ещь...♡,好劲～～～～♡,기분 째진다~♡,
day15_075,はぁー、はぁーー……,Фух...\.\. О да...,呼……呼……,"하아, 하아……",
,へぁははぇ……,*Стон*,嘿哈哈啊……,"으하, 하하하……",
day15_076,ぇへっ……,Хех... Хе-хе.,诶嘿……,에헤헤……,
,あれ？　ジョー君だぁ……♡,"О? Приве-е-ет, Джо-Джо...♡",咦？是阿乔呀……♡,어라? 조잖아……♡,
,いつからいたのぉ？,Когда ты пришел?,你什么时候来的？,언제부터 거기 있었어?,
day15_077,いつからって……,Я... был здесь. Всё это время.,什么什么时候……,언제부터냐니……,
day15_078,これを持ってきたのは僕だろ？,Я буквально только что дал тебе пыль.,刚刚就是我给你拿的粉啊。,"드림 더스트, 내가 가져다 줬잖아?",
,どうしたんだよ、ほんとに……,серьёзно...?,你今天到底怎么了……,대체 왜 그러는 거야……,
day15_079,へへぁ……♡,*Зевок*♡,哈嘿…………♡,에헤헤……♡,
day15_080,はぁい４８時間労働突入〜〜〜♡,Только что отработала 48 часов,嗯～～连续干活第48个小时啦〜〜〜♡,"있지, 48시간 노동 돌입 중이거든~♡",
,ダストで睡眠突破きもちい～～～♡,"без остановки...♡ Маленькая доза пыли,",哈了粉就不用睡觉，好爽哦～～～♡,"더스트와 함께 밤샘 작업, 정말 기분 째져~♡",
,,и я снова бодра♡\!,,,
day15_081,４８……！？,"Погоди, ты только что сказала 48 ЧАСОВ?",48……？！,48시간……?!,
,それは……Wiがやらせてるのか？,Это... Это Ви заставляет тебя всё,是Wi……叫你做事吗？,그 일…… Wi가 시켰어?,
,,это делать?,,,
,休んでないの？,Разве тебе не стоит отдохнуть?,你都没休息吗？,안 쉬어도 돼?,
day15_082,休んでるわけないじゃん♡,"И перестать работать? Ни за что, милый.♡",哪有时间休息啊♡,쉴 시간이 어디 있어♡,
,ゼロデイの活動のためなんだから♡,"Это всё ради «Нулевого Дня», знаешь ли.♡",这可是为了零日耶♡,다 Zero Day의 활동을 위해서인걸♡,
day15_083,ケイトが頑張れば,"Чем усерднее я работаю, тем полезнее я",只要凯特够努力，,"케이트가 열심히 하면,",
,おねーちゃん助かるからぁ♡,для своей сестры.♡,姐姐就不用那么辛苦啦♡,언니에게도 도움이 될 거야♡,
,雑魚妹でも嫌われないで済むかなぁ♡,"Может, она не будет ненавидеть меня за то♡,",希望姐姐不会怪人家太废物就好了♡,찌끄레기 여동생도 싫어하지 않을 거야♡,
,,что я неудачница!♡,,,
day15_084,…\.…\.…\.…,.\..\..\.,…\.…\.…\.…,…\.…\.…\.…,
day15_085,はぁ〜〜〜〜〜〜〜……,А-а-ахх...,哈啊〜〜〜〜〜〜〜……,하앙……,
day15_086,ぇへ……へへっ……♡,Хех... Хи-хи...♡,哎嘿……嘿嘿……♡,에헤…… 헤헤헤……♡,
day15_087,ねえねえ♡,"Эй, милый.♡",阿乔阿乔♡,"저기, 있지♡",
,もっとこっちきて♡,Подойди поближе♡...,你不要离人家那么远嘛♡,좀 더 가까이 와 봐♡,
day15_088,あ゛っ……！,Ахнг...!,嗯啊……！,윽……!,
day15_089,……はぁっ……♡,*Тяжелое дыхание*♡...,……呼……♡,……하아……♡,
,はぁっ……♡,...*Тяжелое дыхание*♡...,哈啊……♡,하아……♡,
day15_090,\>近寄る,\>Подойти ближе,\>靠近,\>가까이 다가간다,
day15_091,\>近寄らない,\>Не подходить,\>不靠近,\>다가가지 않는다,
day15_092,ね、さして♡,"...Войди в меня, Джо-Джо.",来，刺进来♡,"있지, 찔러 줘♡",
day15_093,は……？,...Что?,啊……？,뭐……?,
day15_094,はぁ……♡　きた♡　きた♡,Ммм... Да... Да. Да!,哈啊♡来了♡来了♡,하아……♡ 왔어♡ 들어왔어♡,
,生きてる〜〜♡,"О-о-ох, я чувствую себя такой живой!",活着的感觉～～♡,살아있어~♡,
day15_095,はぁ……,*Вздох*...,呼……,하아……,
day15_096,……あーあ……,...Ахх.,……唉……,…… 하하……,
day15_097,……ねえ、来ないの？,...Иди сюда. Пожалуйста?,……哎，你不过来吗？,"……저기, 안 올 거야?",
,ねえ……,Ну пожа-а-алуйста...?,来嘛……,조……,
day15_098,もういい。,Да пофиг.,算了，够了。,그럼 됐어.,
day15_099,Wiと何かあったのか？,Что-то случилось между тобой и Ви?,你是跟Wi吵架了吗？,Wi와 무슨 일 있었어?,
day15_100,……\.別に。\.何も。,Ничего. Просто...\.забудь об этом.,……\.没有啊。\.怎么会。,……\.딱히. \.아무 일 없었어.,
day15_101,でも、どう考えても変だろ。,Да ладно. Что-то не так.,但这件事怎么想都很奇怪吧。,그렇지만 아무리 생각해도 이상한걸.,
day15_102,もしWiがそこまでして働けって,Иначе с чего бы Ви заставляла тебя,如果是Wi要你这样累死累活地干，,만약 Wi가 그렇게 일하라고,
,,так много работать?,,,
,言ってるなら、おかしいよ。,"Я знаю, что что-то не так.",也太不合理了。,지시한 거라면 그것도 이상하고.,
,無理しなくていい。,Ты слишком себя загоняешь.,你不需要勉强自己的。,몸을 너무 혹사하지 마.,
day15_103,……\|別に頼まれたわけ,Я не...,……\|她没有叫我这么干。,……\|언니가 부탁해서,
,じゃないよ。,...Это не для неё.,,이러는 게 아니야.,
day15_104,じゃあなんで……,Тогда почему—,那你为什么……,"그러면, 어째서……",
day15_105,必要だからに,Потому что КТО-ТО должен!,当然是因为有必要啊！,당연히……,
,決まってるでしょ！,Очевидно!,,필요한 일이니까!,
day15_106,今やってるのはね、ゼロデイが,"Ты вообще знаешь, в чём моя работа?",零日现在连在卡列伦的网络上，,지금 하는 일은 Zero Day가,
,カレルレンのネットに繋いでるのを,"Я слежу, чтобы Кареллен не узнала,",人家在做的事，,카렐렌 네트워크에 접속해도,
,バレないようにする仕事なの。,что мы получаем доступ к их сети.,就是不要让卡列伦发现这点。,들키지 않도록 막는 거야.,
day15_107,定期的にメンテしないと,"Если никто не будет этим заниматься,",如果不定期更新检查的话，,정기적으로 점검하지 않으면,
,危ないんだから……,"всё может пойти очень, ОЧЕНЬ плохо.",真的很危险的……,위험하단 말이야……,
,これも！　ほらこれも！,Видишь?! Вот так! И вот это тоже!,你看这个！还有这个！！,"이것도, 그리고 이것도 그래!",
