翻訳ID,キャラ名翻訳ID,投稿時刻,日本語,英語,中国語（簡体字）,韓国語,備考
,,,お約束いたします。,Symbiote at all costs.,,이행할 것입니다.,
pc214,TODO,,なんなんだ、こいつ……,What the hell are they thinking?,这家伙到底要干嘛……,"이 자식, 대체 정체가 뭐지……",
,,,とりあえずついていけばいいのか？,I guess I should just tag along for now.,总之先跟着他走就行了吧？,일단 시키는 대로 해볼까……?,
pc215,ジョバンニ,,……,…,……,……,
pc216,ジョバンニ,,……くそ、やるしかない。,Damn it… I'm out of options.,……可恶，只能豁出去了。,"……젠장, 할 수밖에 없겠네.",
pc217,ジョバンニ,,よし、メインシステムを見つけた。,Here it is! The mainframe.,好，找到主系统了。,"좋아, 메인 시스템을 찾았어.",
,,,あとはこのロックを解除するだけだ。,Now to unlock it.,接下来只要解除这道锁就好。,이제 이 장치만 해제하면 돼.,
pc218,ジョバンニ,,銀河鉄道のロックか……,The Galactic Railway…?,银河铁道的锁啊……,은하철도의 잠금 장치인가……,
,,,なんだ？　この防御コードは……,What's with all of this code?,这什么东西，防御代码……？,이 방어 코드는 대체 뭐지……?,
pc219,ジョバンニ,,外部から無理やり取り付けたのかな。,It's not part of the original.,是从外部强行添加上去的吗？,외부에서 강제로 설치했나?,
,,,やったのは……R・カレルレン。でも強引すぎて脆い構造になってる。,R. Karellen must've done this.,作者是……R·卡列伦。但是手法太粗暴，结构非常脆弱。,설치자는… R-카렐렌이야. 하지만 강제로 설치해서인지 구조가 약해.,
pc220,ジョバンニ,,カレルレンの作った「鎖」か。,But these chains are too weak.,是卡列伦做的“锁链”啊。,"카렐렌이 만든 ""자물쇠""인가…",
,,,これを解く方法は……,It won't be enough to stop me.,解开它的方法……,이걸 열 방법은……,
pc221,ジョバンニ,,――よし、完全掌握成功！,I'm in! I've got full access!,——好，完全掌握成功！,"……좋아, 완전 장악에 성공했어!",ルビ削除（240820）
pc222,車掌,,切符をください。,"Your ticket, please.",请出示车票。,표를 보여 주십시오.,
pc223,ジョバンニ,,僕、切符は持っていません,I…don't have a ticket.,我没有车票……,표가 없는데요.,
pc224,車掌,,持っているはずですよ。,"Don't you, son?",你应该有的。,가지고 계실 겁니다.,
,,,探ってご覧なさい。,Maybe you should check again.,在身上找找看吧。,찾아 보십시오.,
pc259,エーミール,**:**,ジョバンニ聞いてくれ、,"HEAR ME OUT, GIOVANNI!!",乔班尼！跟你说个超级震惊,"조반니, 들어다오,",
,,,驚愕だ！！\I[7],I'M IN CRISIS MODE!!!!!,的事情！！\I[7],경악할 일이 벌어졌다!\I[7],
pc260,エーミール,**:**,いつものように筋トレを,So I was doing my usual,我刚刚像平常一样做重训，,늘 하던 근육 운동 후,
,,,していたら、,"workout routine, but on",,돌아오는 길에,
,,,帰りにシャツのボタンが,"the way home, one of my",结果回去路上衬衫的扣子,셔츠 단추가 튀어나가는,
,,,はじけてしまった……………,buttons just popped,竟然爆开了………………,사고가 벌어졌지…,
,,,鍛えすぎも困ったものだな,right off… PEW!!!!!!!!,看来锻炼过度也不好啊！！,너무 근육을 키워도,
,,,！！！！！,It's tough being this,！！！！！,문제가 생기는군!!!!,
,,,でも楽しいから、,"ripped, but I know you'd",不过健身很好玩的，,"그래도 재미있으니,",
,,,君も寮のジムに通うべきだ,enjoy working out too!!!,你也应该常来宿舍健身房,너도 기숙사 헬스장에,
,,,ぞ！！！！,LET'S GET SWOLE!!!!!!!!!,锻炼身体！！！！,다녀보도록!!!!!,
,,,送ったウェアは着ているか,"btw, are you rocking the",上次给你送的衣服穿了吗？,보내준 옷은,
,,,な？,clothes I sent you???,,잘 입고 있겠지?,
pc261,,,食堂へ急ごう。,I should hurry to the cafeteria.,抓紧去食堂吧。,서둘러 식당으로 향하자.,
pc262,,,どうにかして食事に,I need to try and get some food,我得想点办法吃到东西才行……,무슨 수를 써서든,
,,,ありつかないと……,somehow…,,식사를 해결해야 하는데…,
todo_pc500,,,通路の掃除Ｒを,I need to find some way to deal with,想办法解决通道里的清洁R吧。,통로에 있는 청소용 R을,
,,,なんとかする方法を探そう。,those Clean-Rs...,,치울 방법을 찾아보자.,
todo_pc501,,,エントランスを目指そう。,I need to head for the exit.,往门厅去吧。,입구를 찾자.,
todo_pc502,,,もうすぐ解放される、のか……？,I sure hope we can get out of here soon.,就快能出去了……？,이제 빠져나갈 수 있으려나......?,
todo_pc503,,,どうにかして,I've gotta get away from that,得想点办法，,무슨 수를 써서라도,
,,,マスク野郎から逃げなきゃ。,masked freak somehow.,逃离那个戴面罩的。,마스크 쓴 저 녀석에게서 벗어나야 해.,
todo_pc504,,,ここは……？,What is this place...?,这里是……？,여기는 어디지......?,
todo_pc505,,,進もう。,I need to keep going.,前进吧。,가자.,
todo_pc506,,,この部屋、もしかして……,This room... Could it be?,这个房间，该不会是……,이 방은 설마......,
todo_pc507,,,ともかく、こいつを調べよう。,I should take a closer look at this.,总而言之，仔细看看这东西吧。,아무튼 이걸 조사해 보자.,
todo_pc508,,,そろそろ、エントランスホールを,"If we don't find the exit soon, things",时间差不多了，,슬슬 입구 홀을,
,,,探さなきゃ。,are gonna get ugly. I hope it's around,该认真找门厅的位置了。,찾아야겠어.,
,,,この近くにあるかな？,here somewhere...,是在这附近吗？,근처에 있을까?,
todo_pc509,,,一体、何が……？,What the...?,到底发生了什么……？,대체 뭐였지......?,
todo_pc510,,,エントランスホールを探そう。,I need to find the main entrance.,去找门厅吧。,입구 홀을 찾자.,
todo_pc511,,,……,...,……,......,
todo_pc512,,,母さん。僕も愛してる。,"I love you too, Mom.",妈妈。我也爱你。,"나도 사랑해, 엄마.",
todo_pc513,,,銀河鉄道……,The Galactic Railroad...,银河铁道……,은하철도......,
,,,こんな巨大な設備、,How in the heck is such a big place,这么大的设备，,어떻게 카렐렌 눈을 피해,
,,,どうやってカレルレンから,operating under Karellen's radar?,到底是怎么瞒过卡列伦的？,이렇게 거대한 설비를,
,,,隠してるんだろう？,It's way too big to hide...,,숨길 수 있었을까?,
pc344,,,！！　イエハトブ……！！,Ihatov...!,！！伊哈托夫……！！,......!! 예하토브......!!,
,,,……やっぱり、このPCの持ち主は……,So this PC... It's his?,……这电脑的主人，果然是……,"......역시, 이 PC의 주인은......",
pc263,,,パスワード……思いつかないな。どうしよう。,What could the password be...?,密码……？想不到啊，怎么办……,암호...... 생각이 안 나. 어쩌지?,
pc264,,,ヒント：「Solus cum tessera intrare potest.」,"Hint: ""Solus cum tessera intrare potest.""","提示：""Solus cum tessera intrare potest.""","힌트: ""Solus cum tessera intrare potest.""",
pc265,,,マップへ,View map,返回地图,나간다,
pc266,,,起動する,Boot up,启动,기동,
pc267,,,これは……もしかしてR-codeか？　それにしては短すぎるけど……,Seems short for an R-code...,这……难道是R-code？是的话也太短了……,이건…… 설마 R-codes? 보던 것과는 많이 짧은데……,
pc267a,,,これ……本当にR-codeか？　短すぎるけど……,Seems short for an R-code...,这……真的是R-code吗？也太短了吧……,이건…… R-codes? 너무 짧은데……,
pc267b,,,R-ticketだ……これを使えってことか？,Is he telling me to use the R-ticket?,是R-ticket的图标……这是要我用它？,R-ticket…… 이걸 사용하라 그건가?,
,,,あの野郎……,That bastard...,那个混蛋……,그 자식……,
pc267c,,,……なんだあれ……？,"Uh, what the heck is that...?",……那是什么东西啊？,이건 뭐지……?,
pc267d,,,……絶対クリックしたくない……,I don't wanna click it...,……我才不想点开……,클릭하고 싶지 않은걸……,
pc268,,,！！　イエハトブ・スタイラス……！！,Ihatov Stylus! I knew it!,！！伊哈托夫·斯泰拉斯……！！,......!! 예하토브 스타일러스......!!,
,,,……つまり、このPCの持ち主は……,So this PC belonged to him...,……那么，这台电脑就是……,"......즉, 이 PC의 주인은......",
pc269,,,…………………………,...,…………………………,........................,
pc343,,,……これ、地球語か？　さすがに読めないな。,"Darn, I can't read Earthling.",……这是地球语吗？我实在看不懂了。,……이건 지구어인가? 역시 모르겠어.,
pc270,,,……これは、たぶん母さんだ。若い頃……,Is this Mom? She's so young...,……桌面背景应该是妈妈吧。拍摄时……,......이건 젊은 시절의 엄마 모습이야......,"変更予定でしたがもとに戻しました（240827, かいだこ）"
,,,なんだろうけど、今とあんまり変わんないな。,But I can still tell it's her.,她恐怕还很年轻，但跟现在差别不大。,"하지만, 지금과 별반 다르지 않네.",
pc270_sa,,,……これは、たぶん若い頃の母さんだ。,Is this Mom? She's so young...,……照片里的人，大概是年轻时的妈妈。,이건 아마도 젊은 시절의 엄마 같네……,
,,,今とあんまり変わんないな。,But I can still tell it's her.,相比现在，几乎没什么变化。,지금과 크게 다르지 않아.,
pc271,,,撮影者は……,The one who took this photo...,拍摄者是……,촬영한 사람은……,
,,,………………………,...was...,………………………,………………………,
pc272,,,"……クソ親父！！",...My good-for-nothing dad!,……臭老爹！！,……망할 아빠 같으니!!,
pc276,,,ダウンロード中…,Download in progress...,正在下载…,Download in progress...,
pc277,,,！！　……な、なんだ……！？,Wha...? How?!,！！……什、什么东西……？！,"......!! ......뭐, 뭐지......?!",
pc278,,,まさか、逆探知……！？,Shit! I'm being back-traced!,难道被反向追踪了……？！,"설마, 백트래킹......?!",
pc279,,,……勝手に……インストールされた？,"Damn, I let my guard down...",……强制……安装了程序？,강제로...... 설치되었잖아......?,
,,,くそ、この僕が防げなかったなんて……,And what was that download?,可恶，我竟然被钻了空子……,"젠장, 막을 수조차 없었다니......",
pc280,,,変なテキストファイルも出現してるし……,And now there's a weird text file.,还跑出来一个奇怪的文档……,이상한 텍스트 파일도 있네......,
,,,一体、なんのつもりだ……？,What is he planning...?,到底是想干嘛……？,대체 무슨 속셈이지......?,
pc281,,,ジョバンニへ,"My dear Giovanni,",乔班尼：,조반니에게,
,,, , , , ,
,,,これを読んでいるということは、,"If you're reading this now, then that means you",既然你在看这封信，,이 글을 읽고 있다는 건,
,,,俺のPCを見つけたということになるな。,managed to find my PC.,说明你已经找到我的电脑了。,내 PC를 찾았다는 뜻이겠지.,
,,, , , , ,
,,,おめでとう。,"Well done, son.",干得漂亮。,축하한다.,
,,,ごほうびに「必殺技」を託そう。,"As a reward, I'll teach you my secret weapon.",作为奖励，我就把“必杀绝招”托付给你吧。,"보상으로 ""필살기""를 전수해 주마.",
,,, , , , ,
,,,イデアル・ハックの使い方をここに書いておく。,The following is a guide to performing an Ideal Hack.,下面是“理想骇解”的使用方法：,아이디얼 해킹 사용법이란다.,
